KẾ HOẠCH ĐĂNG BÀI THEO TỪNG NHÓM ZALO
"Nguồn: 01_TỔNG QUAN GR ZALO + các tab Lich_* | Viết ngày 18/06/2026 | Trạng thái: kế hoạch vận hành, chưa đánh dấu đã đăng"

Nhóm Zalo final,Nhánh vận hành,Đối tượng chính,Mục tiêu,Tần suất đăng,Khung giờ ưu tiên,Pillar xoay vòng,Lịch ngày mẫu,CTA/chuyển đổi,Nguồn nội dung cần chuẩn bị,Tab lịch chi tiết,Ghi chú cá nhân hóa
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - INDOCHINE,Liên minh tiêu dùng thông minh,Cư dân/văn phòng khu INDOCHINE,"Tạo thói quen xem deal, gom đơn và upsell membership",5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal khu vực; mua gom theo nhóm; so sánh tiết kiệm; vote nhu cầu; feedback; membership,Sáng mở deal/menu; gần trưa nhắc gom ăn uống; đầu chiều vote/combo; 15h chốt đồ uống/đồ ăn; tối nhắc deal ngày mai,"ĐẶT, GOM, MENU, MỞ THẺ","Menu ngày, bảng deal/tồn kho, bảng giá thành viên, feedback khách, ảnh giao hàng",Lich_LMTD,Luôn gắn địa điểm INDOCHINE trong tiêu đề và phần giao hàng
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - CHUNG CƯ FLC,Liên minh tiêu dùng thông minh,Cư dân/văn phòng khu CHUNG CƯ FLC,"Tạo thói quen xem deal, gom đơn và upsell membership",5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal khu vực; mua gom theo nhóm; so sánh tiết kiệm; vote nhu cầu; feedback; membership,Sáng mở deal/menu; gần trưa nhắc gom ăn uống; đầu chiều vote/combo; 15h chốt đồ uống/đồ ăn; tối nhắc deal ngày mai,"ĐẶT, GOM, MENU, MỞ THẺ","Menu ngày, bảng deal/tồn kho, bảng giá thành viên, feedback khách, ảnh giao hàng",Lich_LMTD,Luôn gắn địa điểm CHUNG CƯ FLC trong tiêu đề và phần giao hàng
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - 173 XUÂN THỦY,Liên minh tiêu dùng thông minh,Cư dân/văn phòng khu 173 XUÂN THỦY,"Tạo thói quen xem deal, gom đơn và upsell membership",5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal khu vực; mua gom theo nhóm; so sánh tiết kiệm; vote nhu cầu; feedback; membership,Sáng mở deal/menu; gần trưa nhắc gom ăn uống; đầu chiều vote/combo; 15h chốt đồ uống/đồ ăn; tối nhắc deal ngày mai,"ĐẶT, GOM, MENU, MỞ THẺ","Menu ngày, bảng deal/tồn kho, bảng giá thành viên, feedback khách, ảnh giao hàng",Lich_LMTD,Luôn gắn địa điểm 173 XUÂN THỦY trong tiêu đề và phần giao hàng
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - SUN PLAZA,Liên minh tiêu dùng thông minh,Cư dân/văn phòng khu SUN PLAZA,"Tạo thói quen xem deal, gom đơn và upsell membership",5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal khu vực; mua gom theo nhóm; so sánh tiết kiệm; vote nhu cầu; feedback; membership,Sáng mở deal/menu; gần trưa nhắc gom ăn uống; đầu chiều vote/combo; 15h chốt đồ uống/đồ ăn; tối nhắc deal ngày mai,"ĐẶT, GOM, MENU, MỞ THẺ","Menu ngày, bảng deal/tồn kho, bảng giá thành viên, feedback khách, ảnh giao hàng",Lich_LMTD,Luôn gắn địa điểm SUN PLAZA trong tiêu đề và phần giao hàng
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - LÂM VIÊN,Liên minh tiêu dùng thông minh,Cư dân/văn phòng khu LÂM VIÊN,"Tạo thói quen xem deal, gom đơn và upsell membership",5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal khu vực; mua gom theo nhóm; so sánh tiết kiệm; vote nhu cầu; feedback; membership,Sáng mở deal/menu; gần trưa nhắc gom ăn uống; đầu chiều vote/combo; 15h chốt đồ uống/đồ ăn; tối nhắc deal ngày mai,"ĐẶT, GOM, MENU, MỞ THẺ","Menu ngày, bảng deal/tồn kho, bảng giá thành viên, feedback khách, ảnh giao hàng",Lich_LMTD,Luôn gắn địa điểm LÂM VIÊN trong tiêu đề và phần giao hàng
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - N01 - NGĐ,Liên minh tiêu dùng thông minh,Cư dân/văn phòng khu N01 - NGĐ,"Tạo thói quen xem deal, gom đơn và upsell membership",5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal khu vực; mua gom theo nhóm; so sánh tiết kiệm; vote nhu cầu; feedback; membership,Sáng mở deal/menu; gần trưa nhắc gom ăn uống; đầu chiều vote/combo; 15h chốt đồ uống/đồ ăn; tối nhắc deal ngày mai,"ĐẶT, GOM, MENU, MỞ THẺ","Menu ngày, bảng deal/tồn kho, bảng giá thành viên, feedback khách, ảnh giao hàng",Lich_LMTD,Luôn gắn địa điểm N01 - NGĐ trong tiêu đề và phần giao hàng
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - THÁP ĐÔI HÒA BÌNH,Liên minh tiêu dùng thông minh,Cư dân/văn phòng khu THÁP ĐÔI HÒA BÌNH,"Tạo thói quen xem deal, gom đơn và upsell membership",5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal khu vực; mua gom theo nhóm; so sánh tiết kiệm; vote nhu cầu; feedback; membership,Sáng mở deal/menu; gần trưa nhắc gom ăn uống; đầu chiều vote/combo; 15h chốt đồ uống/đồ ăn; tối nhắc deal ngày mai,"ĐẶT, GOM, MENU, MỞ THẺ","Menu ngày, bảng deal/tồn kho, bảng giá thành viên, feedback khách, ảnh giao hàng",Lich_LMTD,Luôn gắn địa điểm THÁP ĐÔI HÒA BÌNH trong tiêu đề và phần giao hàng
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - NGÂN HÀNG MSB - HQV,Liên minh tiêu dùng thông minh,Nhân sự văn phòng NGÂN HÀNG MSB - HQV,Tạo thói quen đặt bữa/đồ uống theo khung làm việc và upsell membership,5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal văn phòng; set ăn trưa; đồ uống đầu giờ chiều; so sánh tiết kiệm; feedback; membership,Sáng gợi ý bữa/đồ uống; 11h chốt trưa; 13h vote/combo; 15h chốt chiều; tối nhắc đặt ngày mai,"ĐẶT, MENU, GOM PHÒNG BAN, MỞ THẺ","Menu ngày, bảng deal văn phòng, danh sách đặt theo phòng ban, feedback giao hàng",Lich_LMTD,"Dùng ngôn ngữ văn phòng, nhấn tiện lợi và giao đúng giờ"
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - NGÂN HÀNG VP - HQV,Liên minh tiêu dùng thông minh,Nhân sự văn phòng NGÂN HÀNG VP - HQV,Tạo thói quen đặt bữa/đồ uống theo khung làm việc và upsell membership,5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal văn phòng; set ăn trưa; đồ uống đầu giờ chiều; so sánh tiết kiệm; feedback; membership,Sáng gợi ý bữa/đồ uống; 11h chốt trưa; 13h vote/combo; 15h chốt chiều; tối nhắc đặt ngày mai,"ĐẶT, MENU, GOM PHÒNG BAN, MỞ THẺ","Menu ngày, bảng deal văn phòng, danh sách đặt theo phòng ban, feedback giao hàng",Lich_LMTD,"Dùng ngôn ngữ văn phòng, nhấn tiện lợi và giao đúng giờ"
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - NGÂN HÀNG SCB - HQV,Liên minh tiêu dùng thông minh,Nhân sự văn phòng NGÂN HÀNG SCB - HQV,Tạo thói quen đặt bữa/đồ uống theo khung làm việc và upsell membership,5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal văn phòng; set ăn trưa; đồ uống đầu giờ chiều; so sánh tiết kiệm; feedback; membership,Sáng gợi ý bữa/đồ uống; 11h chốt trưa; 13h vote/combo; 15h chốt chiều; tối nhắc đặt ngày mai,"ĐẶT, MENU, GOM PHÒNG BAN, MỞ THẺ","Menu ngày, bảng deal văn phòng, danh sách đặt theo phòng ban, feedback giao hàng",Lich_LMTD,"Dùng ngôn ngữ văn phòng, nhấn tiện lợi và giao đúng giờ"
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - NGÂN HÀNG TPB - HQV,Liên minh tiêu dùng thông minh,Nhân sự văn phòng NGÂN HÀNG TPB - HQV,Tạo thói quen đặt bữa/đồ uống theo khung làm việc và upsell membership,5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal văn phòng; set ăn trưa; đồ uống đầu giờ chiều; so sánh tiết kiệm; feedback; membership,Sáng gợi ý bữa/đồ uống; 11h chốt trưa; 13h vote/combo; 15h chốt chiều; tối nhắc đặt ngày mai,"ĐẶT, MENU, GOM PHÒNG BAN, MỞ THẺ","Menu ngày, bảng deal văn phòng, danh sách đặt theo phòng ban, feedback giao hàng",Lich_LMTD,"Dùng ngôn ngữ văn phòng, nhấn tiện lợi và giao đúng giờ"
[N06] - LIÊN MINH TIÊU DÙNG THÔNG MINH - NGÂN HÀNG AGB - HQV,Liên minh tiêu dùng thông minh,Nhân sự văn phòng NGÂN HÀNG AGB - HQV,Tạo thói quen đặt bữa/đồ uống theo khung làm việc và upsell membership,5 bài/ngày,"08:00, 11:00, 13:00, 15:00, 19:30",Deal văn phòng; set ăn trưa; đồ uống đầu giờ chiều; so sánh tiết kiệm; feedback; membership,Sáng gợi ý bữa/đồ uống; 11h chốt trưa; 13h vote/combo; 15h chốt chiều; tối nhắc đặt ngày mai,"ĐẶT, MENU, GOM PHÒNG BAN, MỞ THẺ","Menu ngày, bảng deal văn phòng, danh sách đặt theo phòng ban, feedback giao hàng",Lich_LMTD,"Dùng ngôn ngữ văn phòng, nhấn tiện lợi và giao đúng giờ"
[N06] - LIÊN MINH TIÊU DÙNG & ĐIỂM BÁN - GYM - PILATES - YOGA,Liên minh tiêu dùng & điểm bán,"Chủ phòng tập, HLV, khách healthy quanh khu vực",Tuyển điểm liên kết và kích hoạt bán chéo,3 bài/ngày,"08:00, 14:00, 19:30",Lợi ích chủ điểm; checklist mở điểm; case điểm bán; deal partner; vinh danh QR/doanh thu,08h tuyển điểm/cơ hội thêm sản phẩm; 14h checklist/case; 19h30 partner hôm nay hoặc vinh danh,"ĐIỂM, CHECKLIST, PARTNER","Danh sách điểm, ảnh điểm thật, deal partner, báo cáo QR/doanh thu",Lich_LMDiemBan,"Nhấn sản phẩm phù hợp tệp tập luyện: sữa hạt, ginger shot, salad, cơm lứt"
[N06] - LIÊN MINH TIÊU DÙNG & ĐIỂM BÁN - MẸ & BÉ,Liên minh tiêu dùng & điểm bán,"Chủ shop mẹ bé, phụ huynh, cộng đồng gia đình",Tuyển điểm liên kết và kích hoạt bán chéo,3 bài/ngày,"08:00, 14:00, 19:30",Lợi ích chủ điểm; checklist mở điểm; case điểm bán; deal partner; vinh danh QR/doanh thu,08h tuyển điểm/cơ hội thêm sản phẩm; 14h checklist/case; 19h30 partner hôm nay hoặc vinh danh,"ĐIỂM, CHECKLIST, PARTNER","Danh sách điểm, ảnh điểm thật, deal partner, báo cáo QR/doanh thu",Lich_LMDiemBan,"Nhấn set Mặt Trời Bé Con, bữa sáng cho con và sản phẩm tiện cho phụ huynh"
[N06] - LIÊN MINH TIÊU DÙNG & ĐIỂM BÁN - HAIR SALON,Liên minh tiêu dùng & điểm bán,"Chủ salon, nhân viên salon, khách làm đẹp",Tuyển điểm liên kết và kích hoạt bán chéo,3 bài/ngày,"08:00, 14:00, 19:30",Lợi ích chủ điểm; checklist mở điểm; case điểm bán; deal partner; vinh danh QR/doanh thu,08h tuyển điểm/cơ hội thêm sản phẩm; 14h checklist/case; 19h30 partner hôm nay hoặc vinh danh,"ĐIỂM, CHECKLIST, PARTNER","Danh sách điểm, ảnh điểm thật, deal partner, báo cáo QR/doanh thu",Lich_LMDiemBan,Nhấn đồ uống healthy trong thời gian khách chờ và gói dùng thử tại quầy
[N06] - LIÊN MINH TIÊU DÙNG & ĐIỂM BÁN - SPA & CLINIC,Liên minh tiêu dùng & điểm bán,"Chủ spa/clinic, khách chăm sóc sức khỏe và sắc đẹp",Tuyển điểm liên kết và kích hoạt bán chéo,3 bài/ngày,"08:00, 14:00, 19:30",Lợi ích chủ điểm; checklist mở điểm; case điểm bán; deal partner; vinh danh QR/doanh thu,08h tuyển điểm/cơ hội thêm sản phẩm; 14h checklist/case; 19h30 partner hôm nay hoặc vinh danh,"ĐIỂM, CHECKLIST, PARTNER","Danh sách điểm, ảnh điểm thật, deal partner, báo cáo QR/doanh thu",Lich_LMDiemBan,"Nhấn ginger shot, detox, đồ uống healthy và quyền lợi bán chéo cho tệp chăm sóc bản thân"
[N06] - MUA LẺ RẺ NHƯ MUA BUÔN,Mua lẻ rẻ như mua buôn,"Người mua lẻ muốn giá tốt, mẹ bỉm, dân văn phòng, người ăn healthy","Chốt đơn nhanh, tạo cảm giác deal sống mỗi ngày và upsell thẻ",>10 bài/ngày,"Đầu sáng, gần trưa, đầu chiều, cuối chiều, tối",Deal mỗi ngày; so sánh tiết kiệm; menu nhanh; feedback; minigame; mua theo nhóm; combo giờ vàng,Mở deal sáng; so sánh giá; feedback; deal trưa; combo giờ vàng; rủ mua chung; chốt cuối ngày,"ĐẶT, GIỜ VÀNG, GOM, MỞ THẺ","Bảng deal/tồn kho, bảng giá/thẻ, kho feedback, voucher, ảnh giao hàng",Lich_MuaLe,"Giữ nhịp gấp, mỗi post có giá, giờ chốt, số lượng còn và cách đặt rõ ràng"
[N06] - MUA GOM GIÁ TỐT - STARLAKE,Mua gom giá tốt,Cư dân khu STARLAKE muốn mua chung tiết kiệm,"Tạo kèo gom theo khu, đủ số lượng và chốt đúng giờ",5 bài/ngày,"09:00, 11:00, 13:30, 15:00, 19:30",Mở kèo gom; nhắc số lượng; so sánh tiết kiệm; chốt kèo; feedback giao hàng,09h mở kèo; 11h nhắc đủ nhóm; 13h30 so sánh; 15h chốt; 19h30 tổng kết/kèo ngày mai,GOM + số lượng + tòa/khu,"Bảng gom, menu ngày, chính sách giá gom, danh sách đặt, ảnh giao hàng",Lich_MuaGom,Gắn tên STARLAKE và kêu gọi gom theo tòa/cụm cư dân
[N06] - MUA GOM GIÁ TỐT - 6TH ELEMENT,Mua gom giá tốt,Cư dân khu 6TH ELEMENT muốn mua chung tiết kiệm,"Tạo kèo gom theo khu, đủ số lượng và chốt đúng giờ",5 bài/ngày,"09:00, 11:00, 13:30, 15:00, 19:30",Mở kèo gom; nhắc số lượng; so sánh tiết kiệm; chốt kèo; feedback giao hàng,09h mở kèo; 11h nhắc đủ nhóm; 13h30 so sánh; 15h chốt; 19h30 tổng kết/kèo ngày mai,GOM + số lượng + tòa/khu,"Bảng gom, menu ngày, chính sách giá gom, danh sách đặt, ảnh giao hàng",Lich_MuaGom,Gắn tên 6TH ELEMENT và kêu gọi gom theo tòa/cụm cư dân
[N06] - MUA GOM GIÁ TỐT - CHUNG CƯ ECOLIFE,Mua gom giá tốt,Cư dân khu CHUNG CƯ ECOLIFE muốn mua chung tiết kiệm,"Tạo kèo gom theo khu, đủ số lượng và chốt đúng giờ",5 bài/ngày,"09:00, 11:00, 13:30, 15:00, 19:30",Mở kèo gom; nhắc số lượng; so sánh tiết kiệm; chốt kèo; feedback giao hàng,09h mở kèo; 11h nhắc đủ nhóm; 13h30 so sánh; 15h chốt; 19h30 tổng kết/kèo ngày mai,GOM + số lượng + tòa/khu,"Bảng gom, menu ngày, chính sách giá gom, danh sách đặt, ảnh giao hàng",Lich_MuaGom,Gắn tên CHUNG CƯ ECOLIFE và kêu gọi gom theo tòa/cụm cư dân
[N06] - MUA GOM GIÁ TỐT - CHUNG CƯ TRÀNG AN,Mua gom giá tốt,Cư dân khu CHUNG CƯ TRÀNG AN muốn mua chung tiết kiệm,"Tạo kèo gom theo khu, đủ số lượng và chốt đúng giờ",5 bài/ngày,"09:00, 11:00, 13:30, 15:00, 19:30",Mở kèo gom; nhắc số lượng; so sánh tiết kiệm; chốt kèo; feedback giao hàng,09h mở kèo; 11h nhắc đủ nhóm; 13h30 so sánh; 15h chốt; 19h30 tổng kết/kèo ngày mai,GOM + số lượng + tòa/khu,"Bảng gom, menu ngày, chính sách giá gom, danh sách đặt, ảnh giao hàng",Lich_MuaGom,Gắn tên CHUNG CƯ TRÀNG AN và kêu gọi gom theo tòa/cụm cư dân
[N06] - MUA GOM GIÁ TỐT - CHUNG CƯ MHDI,Mua gom giá tốt,Cư dân khu CHUNG CƯ MHDI muốn mua chung tiết kiệm,"Tạo kèo gom theo khu, đủ số lượng và chốt đúng giờ",5 bài/ngày,"09:00, 11:00, 13:30, 15:00, 19:30",Mở kèo gom; nhắc số lượng; so sánh tiết kiệm; chốt kèo; feedback giao hàng,09h mở kèo; 11h nhắc đủ nhóm; 13h30 so sánh; 15h chốt; 19h30 tổng kết/kèo ngày mai,GOM + số lượng + tòa/khu,"Bảng gom, menu ngày, chính sách giá gom, danh sách đặt, ảnh giao hàng",Lich_MuaGom,Gắn tên CHUNG CƯ MHDI và kêu gọi gom theo tòa/cụm cư dân
[N06] - MUA GOM GIÁ TỐT - CHUNG CƯ NGHĨA ĐÔ,Mua gom giá tốt,Cư dân khu CHUNG CƯ NGHĨA ĐÔ muốn mua chung tiết kiệm,"Tạo kèo gom theo khu, đủ số lượng và chốt đúng giờ",5 bài/ngày,"09:00, 11:00, 13:30, 15:00, 19:30",Mở kèo gom; nhắc số lượng; so sánh tiết kiệm; chốt kèo; feedback giao hàng,09h mở kèo; 11h nhắc đủ nhóm; 13h30 so sánh; 15h chốt; 19h30 tổng kết/kèo ngày mai,GOM + số lượng + tòa/khu,"Bảng gom, menu ngày, chính sách giá gom, danh sách đặt, ảnh giao hàng",Lich_MuaGom,Gắn tên CHUNG CƯ NGHĨA ĐÔ và kêu gọi gom theo tòa/cụm cư dân
[N06] - MUA GOM GIÁ TỐT - CHUNG CƯ HVQP,Mua gom giá tốt,Cư dân khu CHUNG CƯ HVQP muốn mua chung tiết kiệm,"Tạo kèo gom theo khu, đủ số lượng và chốt đúng giờ",5 bài/ngày,"09:00, 11:00, 13:30, 15:00, 19:30",Mở kèo gom; nhắc số lượng; so sánh tiết kiệm; chốt kèo; feedback giao hàng,09h mở kèo; 11h nhắc đủ nhóm; 13h30 so sánh; 15h chốt; 19h30 tổng kết/kèo ngày mai,GOM + số lượng + tòa/khu,"Bảng gom, menu ngày, chính sách giá gom, danh sách đặt, ảnh giao hàng",Lich_MuaGom,Gắn tên CHUNG CƯ HVQP và kêu gọi gom theo tòa/cụm cư dân
[N06] - MUA GOM GIÁ TỐT - CHUNG CƯ NAM CƯỜNG,Mua gom giá tốt,Cư dân khu CHUNG CƯ NAM CƯỜNG muốn mua chung tiết kiệm,"Tạo kèo gom theo khu, đủ số lượng và chốt đúng giờ",5 bài/ngày,"09:00, 11:00, 13:30, 15:00, 19:30",Mở kèo gom; nhắc số lượng; so sánh tiết kiệm; chốt kèo; feedback giao hàng,09h mở kèo; 11h nhắc đủ nhóm; 13h30 so sánh; 15h chốt; 19h30 tổng kết/kèo ngày mai,GOM + số lượng + tòa/khu,"Bảng gom, menu ngày, chính sách giá gom, danh sách đặt, ảnh giao hàng",Lich_MuaGom,Gắn tên CHUNG CƯ NAM CƯỜNG và kêu gọi gom theo tòa/cụm cư dân
