LỊCH ĐĂNG BÀI GROUP MEMBERSHIP - BẾP YÊU THƯƠNG
Ngày,Tuần,STT bài/ngày,Khung giờ,Pillar,Chủ đề cụ thể,Mục tiêu,Template ID,Form mẫu tin nhắn,Prompt generate ảnh poster,Nguồn nội dung,Ghi chú,Trạng thái,Owner
Ngày 6,Tuần 1,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: salad + cơm lứt,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: salad + cơm lứt
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: salad + cơm lứt"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 6,Tuần 1,2.0,19:30,Feedback/upsell/thử thách,Feedback khách mua thẻ: salad + cơm lứt,Tăng mua lại/gia hạn,FEEDBACK,"[FEEDBACK THẬT] Feedback khách mua thẻ: salad + cơm lứt
Chia sẻ: [ảnh/tin nhắn khách/ảnh giao hàng]
Điểm khách thích: [ngon/tiện/giá tốt/giao nhanh]
Câu hỏi kéo tương tác: ""Anh/chị muốn thử vị nào ngày mai?"" ","Tạo poster Zalo 1:1 dạng collage feedback/vinh danh cho ""Feedback khách mua thẻ: salad + cơm lứt"", nền sáng, khung ảnh chụp thật, sticker nhỏ ""feedback thật"", text ít, cảm giác tin cậy, phù hợp nhóm Zalo cộng đồng BYT.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 7,Tuần 1,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: set Mặt Trời Bé Con,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: set Mặt Trời Bé Con
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: set Mặt Trời Bé Con"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 7,Tuần 1,2.0,19:30,Feedback/upsell/thử thách,Thử thách 7 ngày: set Mặt Trời Bé Con,Tăng mua lại/gia hạn,CAMPAIGN,"[CHIẾN DỊCH THÁNG] Thử thách 7 ngày: set Mặt Trời Bé Con
Mục tiêu: [mục tiêu cộng đồng]
Cách tham gia: [bước 1-2-3]
Quà/đóng góp: [quyền lợi/ý nghĩa]
CTA: comment ""THAM GIA"".","Tạo poster kể chuyện thương hiệu BYT 1:1 chủ đề ""Thử thách 7 ngày: set Mặt Trời Bé Con"", ảnh bếp/cộng đồng ấm áp, màu xanh lá/be/nâu nhạt, text ngắn cảm xúc, có slogan ""Ăn lành – Uống sạch – Sống yêu thương"".",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 8,Tuần 2,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: nước ép/smoothie,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: nước ép/smoothie
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: nước ép/smoothie"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 8,Tuần 2,2.0,19:30,Feedback/upsell/thử thách,Upsell gói tuần/tháng: nước ép/smoothie,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Upsell gói tuần/tháng: nước ép/smoothie
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Upsell gói tuần/tháng: nước ép/smoothie"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 9,Tuần 2,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: trứng nướng thảo mộc,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: trứng nướng thảo mộc
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: trứng nướng thảo mộc"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 9,Tuần 2,2.0,19:30,Feedback/upsell/thử thách,Gia hạn/nâng hạng thẻ: trứng nướng thảo mộc,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Gia hạn/nâng hạng thẻ: trứng nướng thảo mộc
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Gia hạn/nâng hạng thẻ: trứng nướng thảo mộc"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 10,Tuần 2,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: hạt mix/bột hạt,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: hạt mix/bột hạt
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: hạt mix/bột hạt"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 10,Tuần 2,2.0,19:30,Feedback/upsell/thử thách,Deal dùng thử cho thành viên: hạt mix/bột hạt,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Deal dùng thử cho thành viên: hạt mix/bột hạt
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Deal dùng thử cho thành viên: hạt mix/bột hạt"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 11,Tuần 2,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: combo ăn sáng dân văn phòng,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: combo ăn sáng dân văn phòng
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: combo ăn sáng dân văn phòng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 11,Tuần 2,2.0,19:30,Feedback/upsell/thử thách,Feedback khách mua thẻ: combo ăn sáng dân văn phòng,Tăng mua lại/gia hạn,FEEDBACK,"[FEEDBACK THẬT] Feedback khách mua thẻ: combo ăn sáng dân văn phòng
Chia sẻ: [ảnh/tin nhắn khách/ảnh giao hàng]
Điểm khách thích: [ngon/tiện/giá tốt/giao nhanh]
Câu hỏi kéo tương tác: ""Anh/chị muốn thử vị nào ngày mai?"" ","Tạo poster Zalo 1:1 dạng collage feedback/vinh danh cho ""Feedback khách mua thẻ: combo ăn sáng dân văn phòng"", nền sáng, khung ảnh chụp thật, sticker nhỏ ""feedback thật"", text ít, cảm giác tin cậy, phù hợp nhóm Zalo cộng đồng BYT.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 12,Tuần 2,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: combo mẹ bỉm/mẹ bé,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: combo mẹ bỉm/mẹ bé
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: combo mẹ bỉm/mẹ bé"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 12,Tuần 2,2.0,19:30,Feedback/upsell/thử thách,Thử thách 7 ngày: combo mẹ bỉm/mẹ bé,Tăng mua lại/gia hạn,CAMPAIGN,"[CHIẾN DỊCH THÁNG] Thử thách 7 ngày: combo mẹ bỉm/mẹ bé
Mục tiêu: [mục tiêu cộng đồng]
Cách tham gia: [bước 1-2-3]
Quà/đóng góp: [quyền lợi/ý nghĩa]
CTA: comment ""THAM GIA"".","Tạo poster kể chuyện thương hiệu BYT 1:1 chủ đề ""Thử thách 7 ngày: combo mẹ bỉm/mẹ bé"", ảnh bếp/cộng đồng ấm áp, màu xanh lá/be/nâu nhạt, text ngắn cảm xúc, có slogan ""Ăn lành – Uống sạch – Sống yêu thương"".",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 13,Tuần 2,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: thử thách 7 ngày,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: thử thách 7 ngày
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: thử thách 7 ngày"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 13,Tuần 2,2.0,19:30,Feedback/upsell/thử thách,Upsell gói tuần/tháng: thử thách 7 ngày,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Upsell gói tuần/tháng: thử thách 7 ngày
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Upsell gói tuần/tháng: thử thách 7 ngày"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 14,Tuần 2,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: minigame/vote vị yêu thích,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: minigame/vote vị yêu thích
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: minigame/vote vị yêu thích"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
